"file_path","ear_tag","date","full_text","corrupt"
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2370.JPG",5240,2023-03-14,"</s>5240
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 naive controls
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2364.JPG",5335,2023-03-14,"</s>5335
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 naive controls
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2402.JPG",5318,2023-03-14,"</s>5318
14MAR2023
DATE:
LEV-0001 - Group
AAV naive + 3 treatments
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2358.JPG",5244,2023-03-14,"</s>5244
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 mock controls
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2012.JPG",5346,2023-03-14,"</s>5346
546
14MAR2023
DATE:
LEV-00011 - Group 5
AV mock + 3 treatments
Male","False"
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2013.JPG",5346,2023-03-14,"</s>5346
14MAR2023
DATE:
LEV-0001 - Group 5
AV mock - 3 treatments
Male",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2359.JPG",5347,2023-03-14,"</s>5347
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 mock controls
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2365.JPG",5335,2023-03-14,"</s>5335
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 naive controls
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2403.JPG",5317,2023-03-14,"</s>5317
DATE:
14MAR2023
LEV-0001 - Group 5
AAV naive + 3 treatments
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2417.JPG",5346,2023-03-14,"</s>5346
14MAR2023
DATE:
LEV-0001 - Group 5
AV mock + 3 treatments
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2371.JPG",5241,2023-03-14,"</s>5241
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 naive controls
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2375.JPG",5231,2023-03-14,"</s>5231
14MAR2023
DATE:
LEV-0001 - Group 3
HSC + 3 naive control
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2407.JPG",6024,2023-03-14,"</s>6024
14MAR2023
DATE:
LEV-0001 - Group 5
V náve + 3 treatments
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2361.JPG",6078,2023-03-14,"</s>6078
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 mock controls
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2017.JPG",5349,2023-03-14,"</s>5349
14MAR2023
DATE:
LEV-001 - Group 5
AV mock + 3 treatments
Male",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2016.JPG",5349,2023-03-14,"</s>5349
14MAR2023
DATE:
LEV-0001 - Group 5
AV mock + 3 treatments
Male",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2406.JPG",6024,2023-03-14,"</s>6024
14MAR2023
DATE:
LEV-0001 - Group 5
AAV naive + 3 treatments
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2360.JPG",5245,2023-03-14,"</s>5245
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 mock controls
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2374.JPG",5430,2023-03-14,"</s>5430
14MAR2023
DATE:
LEV-0001 - Group 3
HSC + 3 naive control
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2389.JPG",5497,2023-03-14,"</s>5497
DATE:
14MAR2023
LEV-0001 - Group 5
AAV mock + 3 treatments
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2438.JPG",5464,2023-03-14,"</s>5464
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 naive controls
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2362.JPG",6078,2023-03-14,"</s>6078
DATE:
14MAR2023
LEV-0001 - Group 4
Navitoclax + 3 mock controls
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2404.JPG",5340,2023-03-14,"</s>5340
14MAR2023
DATE:
LEV-0001 - Group 5
AAV naive + 3 treatments
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2410.JPG",5392,2023-03-14,"</s>5392
DATE:
14MAR2023
LEV-0001 - Groul, 5
AAV naive + 3 treatments
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2376.JPG",5231,2023-03-14,"</s>5231
DATE:
14MAR2023
LEV-0001 - Group 3
HSC + 3 naive control
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2014.JPG",5346,2023-03-14,"</s>5346
5
5346
14MAR2023
DATE:
LEV-0001 - Group 5
AV mock + 3 treatments
Male",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2015.JPG",5346,2023-03-14,"</s>5346
14MAR2023
DATE:
LEV-00011 - Group 5
AV mock + 3 treatments
Male",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2411.JPG",5394,2023-03-14,"</s>5394
14MAF 2023
DATE:
LEV-0001 - Gr up 5
AAV naive + 3 treatments
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2377.JPG",5232,2023-03-14,"</s>5232
14MAR2023
DATE:
LEV-0001 - Group 3
HSC + 3 naive control
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2363.JPG",5219,2023-03-14,"</s>5219
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 mock controls
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2405.JPG",5340,2023-03-14,"</s>5340
DATE:
14MAR2023
LEV-0001 - Group 5
AV naive + 3 treatments
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2439.JPG",5460,2023-03-14,"</s>5460
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 naive control
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2388.JPG",5497,2023-03-14,"</s>5497
DATE:
14MAR2023
LEV-0001 - Group 5
AAV mock + 3 treatments
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2443.JPG",5463,2023-03-14,"</s>5463
DATE:
14MAR2023
LEV-0001 - Group 4
Navitoclax + 3 naive controls
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2442.JPG",5460,2023-03-14,"</s>5460
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 naive controls
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2440.JPG",5460,2023-03-14,"</s>5460
DATE:
14MAR2023
LEV-0001 - Group 4
itoclax + 3 naive controls
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2441.JPG",5460,2023-03-14,"</s>5460
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 naive controls
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2385.JPG",5412,2023-03-14,"</s>5412
14MAR2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2391.JPG",5495,2023-03-14,"</s>5495
14MAR2323
DATE:
LEV-0001 - Group 5
AAV mock + 3 treatments
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2420.JPG",5349,2023-03-14,"</s>5349
14MAR2023
DATE:
LEV-0001 - Group 5
AAV mock + 3 treatments
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2434.JPG",5490,2023-03-14,"</s>5490
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 mock controls
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2018.JPG",5350,2023-03-14,"</s>5350
14MAR2023
DATE:
LEV-0001-Group 5
AAV mock + treatments
Male",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2019.JPG",5420,2023-03-14,"</s>5420
14MAR2023
DATE:
LEV-0001 - Group 5
AV mock + 3 treatments
Male",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2435.JPG",5462,2023-03-14,"</s>5462
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 naive controls
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2421.JPG",5350,2023-03-14,"</s>5350
14MAR2023
DATE:
LEV-0001 - Group 5
AAV mock + 3 treatments
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2390.JPG",5495,2023-03-14,"</s>5495
14MAR2023
DATE:
LEV-0001 - Group 5
AAV mock + 3 treatments
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2384.JPG",5410,2023-03-14,"</s>5410
14MAR2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2392.JPG",5499,2023-03-14,"</s>5499
DATE:
14MAR2023
LEV-0001 - Group 5
AAV mock + 3 treatments
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2386.JPG",5412,2023-03-14,"</s>5412
14MAR2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2437.JPG",5461,2023-03-14,"</s>5461
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 naive controls
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2423.JPG",5420,2023-03-14,"</s>5420
14MAR2023
DATE:
LEV-0001 - Group 5
AAV mock + 3 treatments
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2379.JPG",5447,2023-03-14,"</s>5447
DATE:
14MAR2023
LEV-0001 - Group 3
HSC + 3 mock control
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2378.JPG",5233,2023-03-14,"</s>5233
14MAR2023
CATE:
LEV-0001 - Group 3
HSC + 3 naive control
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2422.JPG",5350,2023-03-14,"</s>5350
14MAR2023
DATE:
LEV-0001 - Group 5
AAV mock+3 treatments
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2436.JPG",5461,2023-03-14,"</s>5461
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 naive controls
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2387.JPG",5497,2023-03-14,"</s>5497
14MAR2023
DATE:
LEV-0001 - Group 5
AAV mock + 3 treatments
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2393.JPG",5496,2023-03-14,"</s>5496
DATE:
14MAR2023
LEV-0001 - Group 5
AAV mock + 3 treatments
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2397.JPG",5498,2023-03-14,"</s>5498
14MAR2023
DATE:
LEV-0001 - Group 5
AAV mock + 3 treatments
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2383.JPG",5411,2023-03-14,"</s>5411
14MAR2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2368.JPG",5334,2023-03-14,"</s>5334
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 naive controls
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2432.JPG",5490,2023-03-14,"</s>5490
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 mock controls
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2426.JPG",5493,2023-03-14,"</s>5493
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 mock controls
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2427.JPG",5491,2023-03-14,"</s>5491
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 mock controls
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2433.JPG",5490,2023-03-14,"</s>5490
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 mock controls
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2369.JPG",5240,2023-03-14,"</s>5240
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 naive controls
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2382.JPG",5411,2023-03-14,"</s>5411
14MAR2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2396.JPG",5498,2023-03-14,"</s>5498
14MAR2023
DATE:
LEV-0001 - Group 5
AAV mock + 3 treatments
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2380.JPG",5446,2023-03-14,"</s>5446
14MAR2023
CATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2394.JPG",5498,2023-03-14,"</s>5498
14MAR2023
DATE:
LEV-0001 - Group 5
AAV mock + 3 treatments
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2419.JPG",5349,2023-03-14,"</s>5349
14MAR2023
DATE:
LEV-0001 - Group 5
AAV mock + 3 treatments
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2425.JPG",5493,2023-03-14,"</s>5493
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 mock controls
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2431.JPG",5492,2023-03-14,"</s>5492
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 mock controls
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2357.JPG",5244,2023-03-14,"</s>5244
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 mock controls
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2430.JPG",5494,2023-03-14,"</s>5494
14MAR2023
DATE:
LEV-0001 - Group 4
Navitoclax + 3 mock controls
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2424.JPG",5420,2023-03-14,"</s>5420
14MAR2023
DATE:
LEV-0001 - Group 5
AAV mock + 3 treatments
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2418.JPG",5346,2023-03-14,"</s>5346
DATE:
14MAR2023
LEV-0001 - Group 5
AAV mock + 3 treatments
Male
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2395.JPG",5498,2023-03-14,"</s>5498
14MAR2023
DATE:
LEV-0001 - Group 5
AAV mock + 3 treatments
Female
03/14/2023",
"Cohort 2/Baseline/14MAR23/Batch 5/Side/IMG_2381.JPG",5446,2023-03-14,"</s>5446
14MAR2023
CATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male
03/14/2023",
"Cohort 2/Baseline/13MAR23/Side/IMG_2258.JPG",5478,2023-03-15,"</s>5478
DATE:
15MAR2023
LEV-0001 - Group 4
Navitoclax + 3 mock controls
Female
03/13/2023",
"Cohort 2/Baseline/15MAR23/IMG_2099.JPG",5393,2023-03-15,"</s>5393
15MAR23
DATE:
LEV-00011-Group 5
AAV naive + 3 treatments
Female",
"Cohort 2/Baseline/15MAR23/IMG_2072.JPG",5504,2023-03-15,"</s>5504
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 native control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2066.JPG",5500,2023-03-15,"</s>5500
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2067.JPG",5501,2023-03-15,"</s>5501
15MAR23
DATE:
LEV-0001 - Group 3
HSC + + naive control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2073.JPG",5504,2023-03-15,"</s>5504
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2098.JPG",5491,2023-03-15,"</s>5491
15MAR23
DATE:
LEV-0001 - Group 4
Navitoclax + 3 mock controls
Female",
"Cohort 2/Baseline/15MAR23/IMG_2065.JPG",5500,2023-03-15,"</s>5500
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2071.JPG",5503,2023-03-15,"</s>5503
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2059.JPG",5466,2023-03-15,"</s>5466
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2058.JPG",5466,2023-03-15,"</s>5466
DATE: 15MAR23
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2070.JPG",5501,2023-03-15,"</s>5501
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2064.JPG",5500,2023-03-15,"</s>5500
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 návive control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2100.JPG",5324,2023-03-15,"</s>5324
15MAR23
DATE:
LEV-0001 - Group 5
AVA navive + 3 treatments
Male",
"Cohort 2/Baseline/15MAR23/IMG_2048.JPG",5489,2023-03-15,"</s>5489
15MAR23
DATE:
LEV-0001 - Group 3
HSC-3 mock control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2060.JPG",5502,2023-03-15,"</s>5502
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 nave control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2074.JPG",5504,2023-03-15,"</s>5504
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2075.JPG",5504,2023-03-15,"</s>5504
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2061.JPG",5502,2023-03-15,"</s>5502
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 nave control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2049.JPG",5489,2023-03-15,"</s>5489
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2101.JPG",5234,2023-03-15,"</s>5234
15MAR23
DATE:
LEV-0001 - Group 5
AVA navive + 3 treatments
Male",
"Cohort 2/Baseline/15MAR23/IMG_2103.JPG",5234,2023-03-15,"</s>5234
15MAR23
DATE:
LEV-0001 - Group 5
AV native + 3 treatments
Male",
"Cohort 2/Baseline/15MAR23/IMG_2088.JPG",5508,2023-03-15,"</s>5508
15MAR23
DATE:
Lev-c001 C2
Extra",
"Cohort 2/Baseline/15MAR23/IMG_2077.JPG",5346,2023-03-15,"</s>5346
546
DATE: 15MAR23
Lev-coool C2
Extra","False"
"Cohort 2/Baseline/15MAR23/IMG_2063.JPG",5500,2023-03-15,"</s>5500
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2062.JPG",5502,2023-03-15,"</s>5502
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 nave control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2076.JPG",5436,2023-03-15,"</s>5436
DATE: 15MAR23
Lev-COOL C2
Extra",
"Cohort 2/Baseline/15MAR23/IMG_2089.JPG",5508,2023-03-15,"</s>5508
15MAR23
DATE:
Lev-c001 C2
Extra",
"Cohort 2/Baseline/15MAR23/IMG_2102.JPG",5234,2023-03-15,"</s>5234
15MAR23
DATE:
LEV-0001 - Group 5
AVA navive + 3 treatments
Male",
"Cohort 2/Baseline/15MAR23/IMG_2090.JPG",5508,2023-03-15,"</s>5508
DATE: 15MAR23
Lev-2001 C2
Extra",
"Cohort 2/Baseline/15MAR23/IMG_2084.JPG",5472,2023-03-15,"</s>5472
DATE:
15MAR23
Lev-c001 C2
Extra",
"Cohort 2/Baseline/15MAR23/IMG_2053.JPG",5485,2023-03-15,"</s>5485
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 3 control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2047.JPG",5489,2023-03-15,"</s>5489
15MAR23
DATE:
LEV-001 - Group 3
HSC-3 mock control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2046.JPG",5489,2023-03-15,"</s>5489
15MAR23
DATE: 15MAR23
LEV-0001 - Group 3
HSC + mock control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2052.JPG",5487,2023-03-15,"</s>5487
DATE: 15MAR23
LEV-00011 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2085.JPG",5507,2023-03-15,"</s>5507
DATE: 15MAR23
Lev-c001 C2
Extra",
"Cohort 2/Baseline/15MAR23/IMG_2091.JPG",5343,2023-03-15,"</s>5343
15MAR23
DATE:
Lev-c001 C2
Extra",
"Cohort 2/Baseline/15MAR23/IMG_2087.JPG",5508,2023-03-15,"</s>5508
DATE: 15MAR23
Lev-c001 C2
Extra",
"Cohort 2/Baseline/15MAR23/IMG_2093.JPG",5492,2023-03-15,"</s>5492
15MAR23
DATE:
LEV-0001 - Group 4
Navtocax + + mock controls
Female",
"Cohort 2/Baseline/15MAR23/IMG_2050.JPG",5487,2023-03-15,"</s>5487
DATE: 15MAR23
LEV-00001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2078.JPG",5246,2023-03-15,"</s>5246
DATE: 15MAR23
Lev-c001 C2
Extra",
"Cohort 2/Baseline/15MAR23/IMG_2079.JPG",5246,2023-03-15,"</s>5246
DATE: 15MAR23
Lev-c001 C2
Extra",
"Cohort 2/Baseline/15MAR23/IMG_2051.JPG",5487,2023-03-15,"</s>5487
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2045.JPG",5489,2023-03-15,"</s>5489
15MAR23
DATE: 15MAR23
LEV-0001 - Group 3
HSC + mock control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2092.JPG",5492,2023-03-15,"</s>5492
15MAR23
DATE:
LEV-0001 + Group 4
Navtocadax + + mock controls
Female",
"Cohort 2/Baseline/15MAR23/IMG_2086.JPG",5507,2023-03-15,"</s>5507
DATE: 15MAR23
Lev-co01 C2
Extra",
"Cohort 2/Baseline/15MAR23/IMG_2082.JPG",5472,2023-03-15,"</s>5472
15MAR23
DATE:
Lev-0001 C2
Extra",
"Cohort 2/Baseline/15MAR23/IMG_2096.JPG",5491,2023-03-15,"</s>5491
15MAR23
DATE:
LEV-0001 - Group 4
Navitoclax + mock controls
Female",
"Cohort 2/Baseline/15MAR23/IMG_2069.JPG",5501,2023-03-15,"</s>5501
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2055.JPG",5485,2023-03-15,"</s>5485
15MAR23
DATE:
LEV-00011-Group 3
HSC + 3 mock control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2054.JPG",5485,2023-03-15,"</s>5485
15MAR23
DATE:
LEV-0001-Group 3
HSC + 3 mock control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2068.JPG",5501,2023-03-15,"</s>5501
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2097.JPG",5491,2023-03-15,"</s>5491
15MAR23
DATE:
LEV-0001 - Group 4
Navitocax + 3 mock controls
Female",
"Cohort 2/Baseline/15MAR23/IMG_2083.JPG",5472,2023-03-15,"</s>5472
15MAR23
DATE:
Lev-c001 C2
Extra",
"Cohort 2/Baseline/15MAR23/IMG_2095.JPG",5492,2023-03-15,"</s>5492
15MAR23
DATE:
LEV-0001 - Group 4
Navtoclax + mock controls
Female",
"Cohort 2/Baseline/15MAR23/IMG_2081.JPG",5206,2023-03-15,"</s>5206
DATE:
15MAR23
Lev-coo C2
Extra",
"Cohort 2/Baseline/15MAR23/IMG_2056.JPG",5488,2023-03-15,"</s>5488
DATE: 15MAR23
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2057.JPG",5488,2023-03-15,"</s>5488
DATE: 15MAR23
LEV-0001 - Group 3
HSC+ 3 mock control
Female",
"Cohort 2/Baseline/15MAR23/IMG_2080.JPG",5246,2023-03-15,"</s>5246
DATE: 15MAR23
Lev-c001 C2
Extra",
"Cohort 2/Baseline/15MAR23/IMG_2094.JPG",5492,2023-03-15,"</s>5492
15MAR23
DATE:
LEV-0001 - Group 4
Navtocax + + mock controls
Female",
"Cohort 2/Baseline/15MAR23/Redo/IMG_2106.JPG",5500,2023-03-15,"</s>5500
15MAR23
DATE:
LEV-0001-Group 3
HSC + 3 nave control
Female",
"Cohort 2/Baseline/15MAR23/Redo/IMG_2107.JPG",5472,2023-03-15,"</s>5472
DATE:
15MAR23
LEV-0001-3
HSC +3
up 3
F. EXTRA -control
die",
"Cohort 2/Baseline/15MAR23/Redo/IMG_2105.JPG",5500,2023-03-15,"</s>5500
15MAR23
DATE:
LEV-0001-Group 3
HSC + 3 nave control
Female",
"Cohort 2/Baseline/15MAR23/Redo/IMG_2104.JPG",5500,2023-03-15,"</s>5500
15MAR23
DATE:
LEV-0001-Group 3
HSC + 3 naive control
Female",
"Cohort 2/Baseline/15MAR23/Redo/IMG_2108.JPG",5472,2023-03-15,"</s>5472
15MAR23
DATE:
LEV-0001 -
HSC +3
extrana up 3
control
ile",
"Cohort 2/Baseline/15MAR23/Side/IMG_2489.JPG",5392,2023-03-15,"</s>5392
15MAR23
DATE:
LEV-0001 - Group 5
AAV naive + 3 treatments
Female
03/15/2023",
"Cohort 2/Baseline/15MAR23/Side/IMG_2462.JPG",5446,2023-03-15,"</s>5446
15MAR23
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male
03/15/2023",
"Cohort 2/Baseline/15MAR23/Side/IMG_2476.JPG",5507,2023-03-15,"</s>5507
DATE:
15MAR23
LEV-0001-Group3
US LEV-00001 C2
Extra
03/15/2023",
"Cohort 2/Baseline/15MAR23/Side/IMG_2477.JPG",5507,2023-03-15,"</s>5507
DATE:
15MAR23
LEV-0001 CZ
Extra
03/15/2023",
